d18
-0.74585	-0.450439	-0.710449	-0.74585	-0.45166	0.162354	-0.812988	-0.708008	-0.727539	-0.615234	-0.544434	-0.640869	0.594482	0.795898	0.748291	0.811768	-0.543213	0.681152	0.825195	0.81665	2.23389	2.41211	2.11182	1.25977	-6.75781	-0.444336	1.13159	2.02881	2.06421	1.62842	1.18774	1.70166
-0.725098	-0.632324	-0.675049	-0.765381	-0.373535	-0.523682	-0.800781	-0.667725	-0.686035	-0.57251	-0.498047	-0.596924	0.748291	0.770264	0.704346	0.839844	-0.754395	0.637207	0.852051	0.769043	2.21802	2.40479	2.10571	1.2561	-6.76514	-0.447998	1.12915	2.02515	2.06299	1.62476	1.1853	1.69922
-0.698242	-0.718994	-0.638428	-0.762939	-0.0170898	-0.686035	-0.772705	-0.627441	-0.643311	-0.531006	-0.440674	-0.552979	0.806885	0.72876	0.656738	0.826416	-0.844727	0.584717	0.834961	0.715332	2.19849	2.39746	2.10449	1.25366	-6.76392	-0.447998	1.13037	2.02637	2.06177	1.62354	1.18652	1.69678
-0.670166	-0.759277	-0.601807	-0.74707	0.560303	-0.761719	-0.733643	-0.587158	-0.604248	-0.488281	-0.256348	-0.509033	0.822754	0.683594	0.610352	0.792236	-0.865479	0.535889	0.794678	0.661621	2.1814	2.39136	2.09961	1.25244	-6.76514	-0.449219	1.13037	2.02637	2.06177	1.62476	1.18774	1.698
-0.638428	-0.771484	-0.566406	-0.720215	0.689697	-0.793457	-0.695801	-0.549316	-0.563965	-0.430908	0.524902	-0.458984	0.804443	0.637207	0.561523	0.749512	-0.85083	0.48584	0.74585	0.60791	2.16431	2.38525	2.09839	1.25122	-6.7627	-0.449219	1.13037	2.02637	2.06177	1.62598	1.18652	1.698
-0.604248	-0.762939	-0.528564	-0.690918	0.749512	-0.793457	-0.654297	-0.509033	-0.52124	-0.216064	0.716553	-0.336914	0.771484	0.5896	0.516357	0.699463	-0.812988	0.426025	0.692139	0.560303	2.14966	2.37915	2.09473	1.25122	-6.76392	-0.449219	1.13037	2.02759	2.06299	1.6272	1.18652	1.698
-0.57373	-0.742188	-0.490723	-0.656738	0.773926	-0.773926	-0.614014	-0.463867	-0.477295	0.527344	0.800781	0.445557	0.731201	0.545654	0.469971	0.651855	-0.766602	0.203857	0.640869	0.510254	2.13379	2.37427	2.09473	1.25122	-6.76392	-0.446777	1.13037	2.02759	2.06177	1.6272	1.18652	1.698
-0.539551	-0.714111	-0.440674	-0.621338	0.771484	-0.74585	-0.57251	-0.380859	-0.408936	0.701904	0.827637	0.679932	0.683594	0.501709	0.405273	0.603027	-0.714111	-0.598145	0.592041	0.457764	2.1106	2.36328	2.0874	1.2439	-6.76758	-0.449219	1.13037	2.02637	2.06177	1.62476	1.18652	1.69434
-0.517578	-0.682373	-0.308838	-0.588379	0.753174	-0.709229	-0.529785	-0.00610352	-0.0341797	0.786133	0.819092	0.778809	0.64209	0.452881	0.135498	0.557861	-0.661621	-0.78125	0.545654	0.36377	2.08008	2.35107	2.08374	1.24268	-6.76514	-0.447998	1.12915	2.02515	2.06177	1.62598	1.18408	1.69678
-0.469971	-0.648193	0.396729	-0.550537	0.723877	-0.670166	-0.484619	0.609131	0.583496	0.812988	0.791016	0.81665	0.598145	0.385742	-0.627441	0.511475	-0.611572	-0.853271	0.498047	-0.457764	1.83228	2.26074	2.04834	1.22437	-6.76758	-0.45166	1.12793	2.02393	2.06177	1.62231	1.18164	1.68945
