0.7043457	0.637207	0.5578613	0.5773926	0.5187988	0.4833984	0.411377	0.4577637	0.3381348	0.2319336	-0.513916	-0.3027344	-0.6201172	-0.703125	-0.7312012	-0.7946777	-0.8483887	-0.8728027	-0.8862305	-0.7971191	1.083984	1.572266	1.308594	-0.04516602	-2.528076	0.7885742	1.568604	2.006836	1.673584	1.295166	1.224365	3.085938
0.6726074	0.5944824	0.5102539	0.5310059	0.4638672	0.4089355	0.1916504	0.3405762	-0.4370117	-0.5761719	-0.7495117	-0.6616211	-0.7849121	-0.8166504	-0.8337402	-0.8630371	-0.8776855	-0.8764648	-0.8703613	-0.7507324	1.097412	1.572266	1.307373	-0.04882812	-2.531738	0.7849121	1.568604	2.006836	1.673584	1.292725	1.221924	3.081055
0.6396484	0.5517578	0.4553223	0.4833984	0.3735352	0.1977539	-0.5847168	-0.402832	-0.6884766	-0.7336426	-0.8496094	-0.7775879	-0.8618164	-0.8569336	-0.8740234	-0.8776855	-0.8703613	-0.8557129	-0.8349609	-0.7019043	1.109619	1.578369	1.306152	-0.05126953	-2.536621	0.7824707	1.564941	2.005615	1.669922	1.291504	1.218262	3.078613
0.6054688	0.5078125	0.3613281	0.4284668	-0.1281738	-0.5603027	-0.7470703	-0.6591797	-0.7873535	-0.8190918	-0.880127	-0.8300781	-0.8825684	-0.8520508	-0.8776855	-0.8569336	-0.8410645	-0.814209	-0.7897949	-0.6555176	1.126709	1.582031	1.307373	-0.05004883	-2.5354	0.7800293	1.564941	2.003174	1.66748	1.289062	1.2146	3.076172
0.5700684	0.4626465	-0.1806641	0.3027344	-0.5908203	-0.7397461	-0.7836914	-0.7836914	-0.8349609	-0.8447266	-0.8679199	-0.8605957	-0.8422852	-0.8508301	-0.8349609	-0.8276367	-0.7971191	-0.7678223	-0.7409668	-0.612793	1.137695	1.585693	1.308594	-0.05126953	-2.541504	0.7788086	1.563721	2.001953	1.663818	1.287842	1.2146	3.07373
0.5322266	0.3942871	-0.6176758	-0.3710938	-0.7348633	-0.78125	-0.8447266	-0.8166504	-0.8422852	-0.8435059	-0.8410645	-0.8398438	-0.8203125	-0.8068848	-0.7995605	-0.7800293	-0.7507324	-0.7202148	-0.6896973	-0.5700684	1.152344	1.593018	1.312256	-0.05126953	-2.543945	0.7751465	1.560059	2.000732	1.663818	1.286621	1.21582	3.07373
0.4980469	0.168457	-0.7348633	-0.612793	-0.8081055	-0.793457	-0.8496094	-0.8227539	-0.826416	-0.8215332	-0.8032227	-0.8081055	-0.7775879	-0.7653809	-0.7556152	-0.7348633	-0.7019043	-0.670166	-0.6445312	-0.5322266	1.165771	1.5979	1.314697	-0.04760742	-2.545166	0.7751465	1.557617	1.998291	1.663818	1.286621	1.2146	3.07373
0.456543	-0.5236816	-0.7885742	-0.7165527	-0.8215332	-0.8007812	-0.8239746	-0.8117676	-0.7995605	-0.7849121	-0.7592773	-0.769043	-0.7336426	-0.7202148	-0.7080078	-0.6860352	-0.6567383	-0.6262207	-0.6005859	-0.489502	1.181641	1.602783	1.315918	-0.04760742	-2.545166	0.7727051	1.557617	1.998291	1.662598	1.2854	1.2146	3.074951
0.402832	-0.6604004	-0.8251953	-0.7507324	-0.8166504	-0.7958984	-0.7739258	-0.793457	-0.7580566	-0.7434082	-0.7128906	-0.7263184	-0.6896973	-0.6774902	-0.6616211	-0.6408691	-0.6115723	-0.5822754	-0.559082	-0.4370117	1.199951	1.611328	1.318359	-0.04516602	-2.548828	0.7727051	1.556396	1.99585	1.661377	1.286621	1.2146	3.076172
0.246582	-0.7385254	-0.814209	-0.7775879	-0.7849121	-0.7751465	-0.7373047	-0.7592773	-0.7202148	-0.7006836	-0.670166	-0.6835938	-0.645752	-0.6359863	-0.6188965	-0.5969238	-0.5688477	-0.5395508	-0.5175781	-0.255127	1.254883	1.633301	1.328125	-0.0378418	-2.546387	0.7727051	1.558838	1.99707	1.662598	1.286621	1.217041	3.078613
